Respondent_ID,City,City_Tier,Gender,Age,Monthly_Household_Income,Education,Occupation,Skin_Type,Current_Monthly_Skincare_Spend_INR,Primary_Brand_Trust_Source,Eco_Awareness_Score_1to5,Willingness_to_Pay_Premium,Preferred_Ingredients,Preferred_Packaging,Products_Currently_Used,Preferred_Purchase_Channel,Purchase_Frequency,Satisfaction_Current_Brand_1to5,Likelihood_to_Switch_1to5,NPS_Score_0to10,Heard_of_Sustainable_Skincare,Trial_Intent,Ideal_Price_Point_30ml_Serum,Subscription_Interest,Primary_Social_Platform,Influencer_Trust_1to5,Certification_Importance,Income_Code,Education_Code,Purchase_Freq_Code,WTP_Premium_Code,Trial_Intent_Code,Subscription_Code,Certification_Code,Awareness_Code,City_Tier_Code,Price_Point_Code,NPS_Segment,Spend_Bucket,High_Eco_Aware,Switching_Risk,Positive_Trial_Intent,Age_Group
SKC0495,Mumbai,Tier 1,Female,40,"₹50,000–₹1,00,000",Postgraduate,Student,Oily,1480.0,Brand website / ads,3.2,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Exfoliant, Sunscreen, Cleanser, Toner, Eye cream",Brand website (D2C),Fortnightly,2,5,5.0,"Yes, aware but not tried",Definitely not,₹300–₹600,Not interested,Snapchat,4.0,Important,3,3,4,2,1,1,3,1,1,2,Detractor,1001-2000,0,1,0,35-44
SKC0496,Chennai,Tier 1,Non-binary / Prefer not to say,31,"₹25,000–₹50,000",Doctoral,Student,Combination,530.0,Brand website / ads,4.1,5–10%,Chemical-free / Natural,Minimalist paper packaging,"Face mask, Toner, Serum",Instagram / Social commerce,Weekly,3,3,7.0,"Yes, aware but not tried",Probably would try,Below ₹300,Neutral,Instagram,4.0,Somewhat important,2,4,5,1,4,2,2,1,1,1,Passive,500-1000,1,0,1,25-34
SKC0497,Kochi,Tier 2,Female,28,"Above ₹1,00,000",Undergraduate,Student,Combination,4460.0,Online reviews,2.1,11–20%,Chemical-free / Natural,Biodegradable packaging,"Cleanser, Sunscreen, Serum",Offline retail,Every 2–3 months,4,2,9.0,"Yes, use such products",Probably not,"₹600–₹1,000",Somewhat interested,YouTube,3.0,Important,4,2,2,2,2,3,3,2,0,3,Promoter,3500+,0,0,0,25-34
SKC0498,Hyderabad,Tier 1,Female,40,"₹25,000–₹50,000",Postgraduate,Salaried – Private,Normal,1000.0,Family / Friends,3.0,5–10%,No strong preference,Biodegradable packaging,"Serum, Cleanser, Face mask",Amazon / Flipkart,Rarely,2,4,3.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Very interested,YouTube,5.0,Important,2,3,1,1,1,4,3,1,1,4,Detractor,500-1000,0,1,0,35-44
SKC0499,Ahmedabad,Tier 1,Male,38,"Above ₹1,00,000",Undergraduate,Student,Oily,1530.0,Family / Friends,2.9,11–20%,Chemical-free / Natural,Refillable containers,"Sunscreen, Serum",Instagram / Social commerce,Every 2–3 months,1,5,1.0,"Yes, aware but not tried",Neutral,"₹600–₹1,000",Neutral,Instagram,5.0,Important,4,2,2,2,3,2,3,1,1,3,Detractor,1001-2000,0,1,0,35-44
SKC0500,Agra,Tier 2,Female,39,"Above ₹1,00,000",Postgraduate,Salaried – Private,Sensitive,5110.0,Dermatologist recommendation,3.0,11–20%,Chemical-free / Natural,Minimalist paper packaging,"Toner, Moisturiser, Cleanser",Nykaa / Purplle,Monthly,4,2,7.0,"Yes, use such products",Neutral,"Above ₹1,000",Neutral,Twitter/X,4.0,Important,4,3,3,2,3,2,3,2,0,4,Passive,3500+,0,0,0,35-44
SKC0501,Lucknow,Tier 2,Male,30,"₹25,000–₹50,000",High School,Student,Oily,590.0,Online reviews,2.4,5–10%,Chemical-free / Natural,Biodegradable packaging,"Serum, Eye cream, Toner, Moisturiser, Face mask",Amazon / Flipkart,Fortnightly,4,2,8.0,"Yes, use such products",Probably would try,Below ₹300,Neutral,Instagram,1.0,Extremely important,2,1,4,1,4,2,4,2,0,1,Passive,500-1000,0,0,1,25-34
SKC0502,Hyderabad,Tier 1,Female,33,"₹25,000–₹50,000",Postgraduate,Self-employed / Business,Oily,770.0,Family / Friends,2.8,11–20%,Vegan & cruelty-free,Biodegradable packaging,"Eye cream, Cleanser",Offline retail,Weekly,4,2,6.0,"Yes, aware but not tried",Neutral,Below ₹300,Very interested,Snapchat,5.0,Somewhat important,2,3,5,2,3,4,2,1,1,1,Detractor,500-1000,0,0,0,25-34
SKC0503,Kolkata,Tier 1,Female,34,"₹50,000–₹1,00,000",Postgraduate,Freelancer,Normal,1500.0,Social media influencer,2.8,11–20%,Chemical-free / Natural,Refillable containers,"Face mask, Serum",Instagram / Social commerce,Monthly,3,3,6.0,"No, not aware",Definitely not,"Above ₹1,000",Neutral,Instagram,3.0,Extremely important,3,3,3,2,1,2,4,0,1,4,Detractor,1001-2000,0,0,0,25-34
SKC0504,Mysuru,Tier 2,Male,29,"₹50,000–₹1,00,000",Undergraduate,Salaried – Government,Combination,1860.0,Dermatologist recommendation,2.4,11–20%,Chemical-free / Natural,Refillable containers,"Toner, Face mask",Amazon / Flipkart,Weekly,4,2,7.0,"Yes, use such products",Probably not,"₹600–₹1,000",Neutral,Instagram,5.0,Extremely important,3,2,5,2,2,2,4,2,0,3,Passive,1001-2000,0,0,0,25-34
SKC0505,Kolkata,Tier 1,Female,46,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Combination,1470.0,Family / Friends,2.8,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Moisturiser, Toner, Exfoliant, Eye cream",Nykaa / Purplle,Rarely,2,4,4.0,"Yes, use such products",Neutral,"₹600–₹1,000",Very interested,Twitter/X,4.0,Somewhat important,3,3,1,2,3,4,2,2,1,3,Detractor,1001-2000,0,1,0,45+
SKC0506,Chennai,Tier 1,Female,32,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Combination,1000.0,Dermatologist recommendation,2.7,5–10%,Chemical-free / Natural,Recycled/recyclable packaging,"Serum, Sunscreen",Instagram / Social commerce,Weekly,5,1,7.0,"No, not aware",Definitely not,"Above ₹1,000",Somewhat interested,YouTube,4.0,Not important,3,2,5,1,1,3,1,0,1,4,Passive,500-1000,0,0,0,25-34
SKC0507,Hyderabad,Tier 1,Female,24,"Above ₹1,00,000",Undergraduate,Salaried – Private,Oily,4060.0,Social media influencer,3.2,11–20%,No strong preference,Minimalist paper packaging,"Cleanser, Moisturiser, Eye cream",Instagram / Social commerce,Fortnightly,3,3,3.0,"Yes, use such products",Probably not,"Above ₹1,000",Neutral,YouTube,5.0,Somewhat important,4,2,4,2,2,2,2,2,1,4,Detractor,3500+,0,0,0,18-24
SKC0508,Visakhapatnam,Tier 2,Female,29,"₹25,000–₹50,000",Undergraduate,Salaried – Government,Dry,850.0,Brand website / ads,2.9,5–10%,Clinically tested actives,Biodegradable packaging,"Face mask, Cleanser, Eye cream",Brand website (D2C),Fortnightly,5,1,8.0,"Yes, use such products",Probably would try,₹300–₹600,Very interested,YouTube,4.0,Extremely important,2,2,4,1,4,4,4,2,0,2,Passive,500-1000,0,0,1,25-34
SKC0509,Delhi,Tier 1,Female,24,"₹50,000–₹1,00,000",High School,Salaried – Government,Oily,2160.0,Dermatologist recommendation,2.6,11–20%,Ayurvedic / Herbal,Refillable containers,"Sunscreen, Face mask, Eye cream, Toner, Cleanser",Amazon / Flipkart,Every 2–3 months,3,3,7.0,"Yes, aware but not tried",Probably not,"₹600–₹1,000",Very interested,Instagram,3.0,Somewhat important,3,1,2,2,2,4,2,1,1,3,Passive,2001-3500,0,0,0,18-24
SKC0510,Patna,Tier 2,Female,40,"Above ₹1,00,000",Doctoral,Salaried – Government,Combination,2800.0,Family / Friends,2.8,11–20%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Sunscreen, Face mask, Cleanser",Instagram / Social commerce,Every 2–3 months,4,1,8.0,"Yes, use such products",Neutral,"Above ₹1,000",Somewhat interested,Twitter/X,4.0,Extremely important,4,4,2,2,3,3,4,2,0,4,Passive,2001-3500,0,0,0,35-44
SKC0511,Jaipur,Tier 2,Female,29,"₹50,000–₹1,00,000",Postgraduate,Self-employed / Business,Dry,1340.0,Family / Friends,3.7,11–20%,No strong preference,Recycled/recyclable packaging,"Serum, Face mask",Brand website (D2C),Monthly,5,1,9.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Not interested,YouTube,2.0,Somewhat important,3,3,3,2,1,1,2,1,0,4,Promoter,1001-2000,1,0,0,25-34
SKC0512,Bengaluru,Tier 1,Male,51,"₹50,000–₹1,00,000",Undergraduate,Self-employed / Business,Combination,1450.0,Social media influencer,1.9,5–10%,No strong preference,Refillable containers,"Cleanser, Toner, Moisturiser, Exfoliant",Nykaa / Purplle,Every 2–3 months,4,2,8.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Very interested,Facebook,4.0,Important,3,2,2,1,1,4,3,1,1,3,Passive,1001-2000,0,0,0,45+
SKC0513,Chennai,Tier 1,Female,26,"Below ₹25,000",High School,Self-employed / Business,Oily,210.0,Online reviews,2.4,5–10%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Eye cream, Sunscreen",Nykaa / Purplle,Every 2–3 months,5,2,7.0,"Yes, aware but not tried",Definitely not,₹300–₹600,Neutral,Instagram,2.0,Important,1,1,2,1,1,2,3,1,1,2,Passive,<500,0,0,0,25-34
SKC0514,Coimbatore,Tier 2,Male,22,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Dry,1690.0,Dermatologist recommendation,2.8,11–20%,Chemical-free / Natural,Refillable containers,"Toner, Moisturiser",Brand website (D2C),Rarely,4,1,8.0,"No, not aware",Definitely not,"Above ₹1,000",Somewhat interested,Snapchat,2.0,Extremely important,3,2,1,2,1,3,4,0,0,4,Passive,1001-2000,0,0,0,18-24
SKC0515,Mumbai,Tier 1,Male,20,"₹50,000–₹1,00,000",High School,Salaried – Private,Oily,600.0,Dermatologist recommendation,2.0,0%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Exfoliant, Cleanser, Eye cream",Offline retail,Monthly,4,2,8.0,"Yes, use such products",Probably would try,₹300–₹600,Somewhat interested,Instagram,2.0,Important,3,1,3,0,4,3,3,2,1,2,Passive,500-1000,0,0,1,18-24
SKC0516,Hyderabad,Tier 1,Male,33,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Sensitive,1630.0,Family / Friends,2.7,11–20%,Clinically tested actives,Recycled/recyclable packaging,"Face mask, Serum, Sunscreen",Amazon / Flipkart,Every 2–3 months,4,2,7.0,"Yes, use such products",Probably would try,"Above ₹1,000",Neutral,YouTube,4.0,Important,3,3,2,2,4,2,3,2,1,4,Passive,1001-2000,0,0,1,25-34
SKC0517,Chennai,Tier 1,Female,35,"Above ₹1,00,000",Undergraduate,Salaried – Government,Combination,3820.0,Family / Friends,2.1,11–20%,Vegan & cruelty-free,Recycled/recyclable packaging,"Exfoliant, Cleanser, Toner, Serum, Sunscreen",Nykaa / Purplle,Fortnightly,5,1,8.0,"No, not aware",Definitely not,"₹600–₹1,000",Neutral,Facebook,1.0,Important,4,2,4,2,1,2,3,0,1,3,Passive,3500+,0,0,0,35-44
SKC0518,Mysuru,Tier 2,Female,24,"₹25,000–₹50,000",Postgraduate,Salaried – Government,Combination,850.0,Social media influencer,3.7,11–20%,Clinically tested actives,Recycled/recyclable packaging,"Cleanser, Exfoliant, Eye cream",Brand website (D2C),Monthly,3,3,7.0,"No, not aware",Definitely not,"₹600–₹1,000",Somewhat interested,Instagram,3.0,Extremely important,2,3,3,2,1,3,4,0,0,3,Passive,500-1000,1,0,0,18-24
SKC0519,Bengaluru,Tier 1,Male,35,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Combination,1090.0,Online reviews,3.0,5–10%,Clinically tested actives,Recycled/recyclable packaging,"Exfoliant, Face mask, Moisturiser, Sunscreen",Brand website (D2C),Fortnightly,5,1,8.0,"Yes, use such products",Probably would try,"₹600–₹1,000",Neutral,Instagram,4.0,Extremely important,3,3,4,1,4,2,4,2,1,3,Passive,1001-2000,0,0,1,35-44
SKC0520,Kolkata,Tier 1,Female,33,"Above ₹1,00,000",Postgraduate,Homemaker,Dry,3540.0,Social media influencer,2.9,11–20%,Vegan & cruelty-free,Minimalist paper packaging,"Eye cream, Exfoliant, Moisturiser, Cleanser",Nykaa / Purplle,Every 2–3 months,4,3,5.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Somewhat interested,YouTube,2.0,Extremely important,4,3,2,2,1,3,4,1,1,4,Detractor,3500+,0,0,0,25-34
SKC0521,Delhi,Tier 1,Male,26,"₹25,000–₹50,000",Doctoral,Student,Oily,330.0,Family / Friends,4.4,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Exfoliant, Eye cream, Sunscreen, Serum",Nykaa / Purplle,Every 2–3 months,5,1,9.0,"Yes, aware but not tried",Probably not,₹300–₹600,Very interested,YouTube,4.0,Extremely important,2,4,2,2,2,4,4,1,1,2,Promoter,<500,1,0,0,25-34
SKC0522,Vadodara,Tier 2,Female,32,"Above ₹1,00,000",Undergraduate,Freelancer,Oily,2370.0,Dermatologist recommendation,1.9,5–10%,Vegan & cruelty-free,Recycled/recyclable packaging,"Face mask, Exfoliant, Serum",Amazon / Flipkart,Monthly,4,2,8.0,"Yes, use such products",Neutral,"₹600–₹1,000",Not interested,Twitter/X,5.0,Important,4,2,3,1,3,1,3,2,0,3,Passive,2001-3500,0,0,0,25-34
SKC0523,Hyderabad,Tier 1,Female,39,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Sensitive,670.0,Online reviews,2.3,11–20%,Clinically tested actives,Refillable containers,"Sunscreen, Moisturiser, Face mask, Eye cream, Exfoliant",Instagram / Social commerce,Monthly,5,1,7.0,"Yes, use such products",Probably not,Below ₹300,Neutral,Pinterest,3.0,Important,2,2,3,2,2,2,3,2,1,1,Passive,500-1000,0,0,0,35-44
SKC0524,Nashik,Tier 2,Female,32,"Below ₹25,000",Undergraduate,Freelancer,Combination,280.0,Dermatologist recommendation,2.8,0%,No strong preference,Minimalist paper packaging,"Toner, Serum, Moisturiser",Offline retail,Monthly,5,1,9.0,"No, not aware",Definitely not,₹300–₹600,Neutral,Instagram,4.0,Somewhat important,1,2,3,0,1,2,2,0,0,2,Promoter,<500,0,0,0,25-34
SKC0525,Pune,Tier 1,Female,23,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Combination,1010.0,Dermatologist recommendation,2.0,5–10%,Chemical-free / Natural,Biodegradable packaging,"Serum, Sunscreen, Toner, Eye cream, Exfoliant",Amazon / Flipkart,Fortnightly,4,2,6.0,"Yes, use such products",Neutral,"Above ₹1,000",Very interested,Facebook,4.0,Somewhat important,3,2,4,1,3,4,2,2,1,4,Detractor,1001-2000,0,0,0,18-24
SKC0526,Chandigarh,Tier 2,Female,32,"₹25,000–₹50,000",Postgraduate,Salaried – Private,Dry,440.0,Social media influencer,3.7,11–20%,Ayurvedic / Herbal,Minimalist paper packaging,"Sunscreen, Exfoliant, Eye cream, Toner",Nykaa / Purplle,Monthly,5,1,9.0,"No, not aware",Definitely not,Below ₹300,Not interested,Instagram,5.0,Extremely important,2,3,3,2,1,1,4,0,0,1,Promoter,<500,1,0,0,25-34
SKC0527,Kolkata,Tier 1,Male,31,"₹50,000–₹1,00,000",Postgraduate,Freelancer,Oily,560.0,Social media influencer,3.8,11–20%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Exfoliant, Toner, Serum, Sunscreen",Instagram / Social commerce,Fortnightly,5,1,9.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Neutral,Twitter/X,5.0,Not important,3,3,4,2,1,2,1,1,1,3,Promoter,500-1000,1,0,0,25-34
SKC0528,Coimbatore,Tier 2,Male,34,"Above ₹1,00,000",Undergraduate,Salaried – Private,Oily,2910.0,Dermatologist recommendation,2.0,5–10%,Chemical-free / Natural,Refillable containers,"Eye cream, Cleanser, Sunscreen, Face mask, Exfoliant",Nykaa / Purplle,Weekly,5,1,8.0,"No, not aware",Definitely not,"Above ₹1,000",Very interested,YouTube,2.0,Somewhat important,4,2,5,1,1,4,2,0,0,4,Passive,2001-3500,0,0,0,25-34
SKC0529,Bhopal,Tier 2,Male,21,"₹25,000–₹50,000",Postgraduate,Student,Sensitive,840.0,Family / Friends,2.3,5–10%,No strong preference,Recycled/recyclable packaging,"Moisturiser, Sunscreen, Toner, Eye cream, Face mask",Instagram / Social commerce,Every 2–3 months,5,1,9.0,"Yes, use such products",Neutral,"₹600–₹1,000",Neutral,Instagram,4.0,Important,2,3,2,1,3,2,3,2,0,3,Promoter,500-1000,0,0,0,18-24
SKC0530,Vadodara,Tier 2,Male,27,"₹25,000–₹50,000",Postgraduate,Student,Oily,720.0,Family / Friends,3.1,11–20%,Chemical-free / Natural,Minimalist paper packaging,"Exfoliant, Cleanser, Toner",Offline retail,Monthly,5,1,8.0,"Yes, use such products",Probably not,₹300–₹600,Not interested,YouTube,4.0,Important,2,3,3,2,2,1,3,2,0,2,Passive,500-1000,0,0,0,25-34
SKC0531,Hyderabad,Tier 1,Female,33,"Above ₹1,00,000",Undergraduate,Student,Dry,1650.0,Social media influencer,2.2,5–10%,Clinically tested actives,Refillable containers,"Exfoliant, Eye cream, Serum, Sunscreen",Amazon / Flipkart,Every 2–3 months,1,5,3.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Somewhat interested,YouTube,4.0,Important,4,2,2,1,1,3,3,1,1,3,Detractor,1001-2000,0,1,0,25-34
SKC0532,Chandigarh,Tier 2,Male,44,"Below ₹25,000",High School,Salaried – Private,Dry,290.0,Social media influencer,1.6,5–10%,No strong preference,Refillable containers,"Toner, Eye cream, Sunscreen, Cleanser, Face mask",Brand website (D2C),Weekly,1,5,2.0,"Yes, aware but not tried",Definitely not,Below ₹300,Not interested,Snapchat,3.0,Extremely important,1,1,5,1,1,1,4,1,0,1,Detractor,<500,0,1,0,35-44
SKC0533,Jaipur,Tier 2,Female,29,"₹25,000–₹50,000",Undergraduate,Freelancer,Dry,790.0,Online reviews,2.4,11–20%,Chemical-free / Natural,Refillable containers,"Cleanser, Sunscreen, Toner",Amazon / Flipkart,Monthly,5,1,7.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Very interested,YouTube,2.0,Somewhat important,2,2,3,2,1,4,2,1,0,3,Passive,500-1000,0,0,0,25-34
SKC0534,Delhi,Tier 1,Female,30,"Above ₹1,00,000",Postgraduate,Salaried – Private,Combination,3600.0,Family / Friends,2.9,11–20%,Vegan & cruelty-free,Biodegradable packaging,"Serum, Moisturiser, Exfoliant, Sunscreen, Face mask",Amazon / Flipkart,Monthly,2,4,3.0,"No, not aware",Definitely not,"₹600–₹1,000",Not interested,Instagram,4.0,Important,4,3,3,2,1,1,3,0,1,3,Detractor,3500+,0,1,0,25-34
SKC0535,Chennai,Tier 1,Female,37,"Above ₹1,00,000",High School,Salaried – Private,Oily,3490.0,Family / Friends,1.0,11–20%,Vegan & cruelty-free,Refillable containers,"Eye cream, Toner, Serum, Face mask",Nykaa / Purplle,Fortnightly,5,1,10.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Very interested,YouTube,3.0,Important,4,1,4,2,1,4,3,1,1,3,Promoter,2001-3500,0,0,0,35-44
SKC0536,Pune,Tier 1,Male,29,"Above ₹1,00,000",Undergraduate,Salaried – Private,Dry,1560.0,Online reviews,2.0,5–10%,Ayurvedic / Herbal,No preference,"Toner, Serum",Instagram / Social commerce,Every 2–3 months,3,4,4.0,"No, not aware",Definitely not,"₹600–₹1,000",Very interested,YouTube,3.0,Important,4,2,2,1,1,4,3,0,1,3,Detractor,1001-2000,0,1,0,25-34
SKC0537,Vadodara,Tier 2,Female,37,"Below ₹25,000",Undergraduate,Student,Combination,210.0,Dermatologist recommendation,2.3,0%,Clinically tested actives,Refillable containers,"Cleanser, Eye cream",Nykaa / Purplle,Monthly,3,4,7.0,"Yes, aware but not tried",Definitely not,Below ₹300,Very interested,Instagram,5.0,Somewhat important,1,2,3,0,1,4,2,1,0,1,Passive,<500,0,1,0,35-44
SKC0538,Nagpur,Tier 2,Female,29,"₹50,000–₹1,00,000",Postgraduate,Salaried – Private,Dry,1630.0,Online reviews,3.2,5–10%,Clinically tested actives,Biodegradable packaging,"Sunscreen, Eye cream, Cleanser, Face mask",Amazon / Flipkart,Fortnightly,4,1,7.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Somewhat interested,Facebook,5.0,Somewhat important,3,3,4,1,1,3,2,1,0,4,Passive,1001-2000,0,0,0,25-34
SKC0539,Agra,Tier 2,Male,26,"Above ₹1,00,000",Undergraduate,Freelancer,Oily,4400.0,Dermatologist recommendation,2.8,0%,Clinically tested actives,Recycled/recyclable packaging,"Face mask, Serum, Moisturiser, Toner, Eye cream",Instagram / Social commerce,Weekly,5,1,8.0,"Yes, aware but not tried",Neutral,"Above ₹1,000",Neutral,Instagram,4.0,Not important,4,2,5,0,3,2,1,1,0,4,Passive,3500+,0,0,0,25-34
SKC0540,Pune,Tier 1,Female,21,"₹50,000–₹1,00,000",Doctoral,Self-employed / Business,Oily,1710.0,Dermatologist recommendation,3.9,21–30%,Clinically tested actives,Minimalist paper packaging,"Sunscreen, Moisturiser, Toner, Eye cream",Nykaa / Purplle,Fortnightly,2,5,6.0,"Yes, aware but not tried",Neutral,"Above ₹1,000",Somewhat interested,YouTube,5.0,Important,3,4,4,3,3,3,3,1,1,4,Detractor,1001-2000,1,1,0,18-24
SKC0541,Indore,Tier 2,Female,30,"Below ₹25,000",Undergraduate,Salaried – Government,Combination,370.0,Social media influencer,2.8,0%,Chemical-free / Natural,Recycled/recyclable packaging,"Toner, Exfoliant",Nykaa / Purplle,Monthly,5,1,9.0,"Yes, aware but not tried",Definitely not,"₹600–₹1,000",Somewhat interested,Pinterest,5.0,Important,1,2,3,0,1,3,3,1,0,3,Promoter,<500,0,0,0,25-34
SKC0542,Bengaluru,Tier 1,Female,19,"₹50,000–₹1,00,000",Undergraduate,Salaried – Private,Combination,1600.0,Social media influencer,2.3,5–10%,Vegan & cruelty-free,Recycled/recyclable packaging,"Moisturiser, Sunscreen",Amazon / Flipkart,Monthly,2,5,3.0,"Yes, use such products",Probably not,"Above ₹1,000",Somewhat interested,Snapchat,1.0,Important,3,2,3,1,2,3,3,2,1,4,Detractor,1001-2000,0,1,0,18-24
SKC0543,Indore,Tier 2,Female,41,"₹50,000–₹1,00,000",Undergraduate,Student,Combination,2080.0,Online reviews,1.7,11–20%,Clinically tested actives,Biodegradable packaging,"Moisturiser, Face mask, Exfoliant",Nykaa / Purplle,Every 2–3 months,5,1,7.0,"Yes, use such products",Definitely not,"Above ₹1,000",Somewhat interested,Twitter/X,5.0,Extremely important,3,2,2,2,1,3,4,2,0,4,Passive,2001-3500,0,0,0,35-44
SKC0544,Jaipur,Tier 2,Male,40,"₹25,000–₹50,000",Undergraduate,Student,Dry,530.0,Brand website / ads,2.6,5–10%,Chemical-free / Natural,Refillable containers,"Serum, Cleanser, Exfoliant, Face mask",Instagram / Social commerce,Every 2–3 months,5,1,9.0,"Yes, use such products",Probably not,₹300–₹600,Somewhat interested,Twitter/X,3.0,Important,2,2,2,1,2,3,3,2,0,2,Promoter,500-1000,0,0,0,35-44
SKC0545,Visakhapatnam,Tier 2,Female,37,"Below ₹25,000",Undergraduate,Student,Sensitive,190.0,Dermatologist recommendation,2.5,5–10%,Vegan & cruelty-free,Recycled/recyclable packaging,"Sunscreen, Face mask, Moisturiser, Exfoliant",Amazon / Flipkart,Monthly,2,3,3.0,"No, not aware",Definitely not,₹300–₹600,Somewhat interested,Snapchat,3.0,Not important,1,2,3,1,1,3,1,0,0,2,Detractor,<500,0,0,0,35-44
SKC0546,Visakhapatnam,Tier 2,Female,28,"₹50,000–₹1,00,000",Postgraduate,Student,Combination,1520.0,Brand website / ads,3.2,5–10%,Ayurvedic / Herbal,Recycled/recyclable packaging,"Serum, Face mask, Toner, Moisturiser",Nykaa / Purplle,Monthly,3,2,5.0,"Yes, aware but not tried",Neutral,₹300–₹600,Neutral,Pinterest,5.0,Important,3,3,3,1,3,2,3,1,0,2,Detractor,1001-2000,0,0,0,25-34
SKC0547,Mumbai,Tier 1,Female,38,"₹50,000–₹1,00,000",Undergraduate,Salaried – Government,Oily,2070.0,Dermatologist recommendation,2.7,11–20%,Clinically tested actives,Minimalist paper packaging,"Face mask, Cleanser, Exfoliant, Eye cream, Toner",Instagram / Social commerce,Weekly,5,1,7.0,"Yes, aware but not tried",Probably not,₹300–₹600,Somewhat interested,Facebook,2.0,Extremely important,3,2,5,2,2,3,4,1,1,2,Passive,2001-3500,0,0,0,35-44
SKC0548,Coimbatore,Tier 2,Male,21,"₹25,000–₹50,000",Postgraduate,Self-employed / Business,Dry,1010.0,Dermatologist recommendation,3.8,11–20%,Chemical-free / Natural,Refillable containers,"Exfoliant, Toner, Serum",Brand website (D2C),Every 2–3 months,2,5,6.0,"Yes, aware but not tried",Probably not,₹300–₹600,Very interested,Instagram,4.0,Somewhat important,2,3,2,2,2,4,2,1,0,2,Detractor,1001-2000,1,1,0,18-24
SKC0549,Pune,Tier 1,Male,42,"₹50,000–₹1,00,000",Postgraduate,Self-employed / Business,Sensitive,1730.0,Social media influencer,2.5,5–10%,Chemical-free / Natural,Biodegradable packaging,"Eye cream, Exfoliant, Moisturiser",Amazon / Flipkart,Monthly,4,2,7.0,"Yes, aware but not tried",Definitely not,"Above ₹1,000",Somewhat interested,Instagram,5.0,Important,3,3,3,1,1,3,3,1,1,4,Passive,1001-2000,0,0,0,35-44
SKC0550,Patna,Tier 2,Male,37,"₹25,000–₹50,000",Undergraduate,Student,Dry,1010.0,Online reviews,2.8,11–20%,Ayurvedic / Herbal,Minimalist paper packaging,"Serum, Face mask, Sunscreen",Amazon / Flipkart,Rarely,4,2,8.0,"Yes, use such products",Probably would try,₹300–₹600,Somewhat interested,Facebook,1.0,Somewhat important,2,2,1,2,4,3,2,2,0,2,Passive,1001-2000,0,0,1,35-44
SKC0551,Coimbatore,Tier 2,Male,26,"₹50,000–₹1,00,000",Postgraduate,Self-employed / Business,Combination,1140.0,Dermatologist recommendation,3.3,11–20%,Chemical-free / Natural,Recycled/recyclable packaging,"Eye cream, Toner",Instagram / Social commerce,Rarely,4,2,8.0,"Yes, aware but not tried",Probably not,"Above ₹1,000",Somewhat interested,Instagram,3.0,Important,3,3,1,2,2,3,3,1,0,4,Passive,1001-2000,0,0,0,25-34
SKC0552,Delhi,Tier 1,Female,33,"₹50,000–₹1,00,000",High School,Salaried – Private,Normal,1240.0,Family / Friends,2.6,5–10%,Ayurvedic / Herbal,Biodegradable packaging,"Serum, Toner, Sunscreen, Exfoliant",Nykaa / Purplle,Monthly,4,2,7.0,"Yes, use such products",Neutral,"₹600–₹1,000",Not interested,Twitter/X,4.0,Important,3,1,3,1,3,1,3,2,1,3,Passive,1001-2000,0,0,0,25-34
SKC0553,Pune,Tier 1,Female,43,"₹25,000–₹50,000",Undergraduate,Salaried – Private,Dry,570.0,Social media influencer,3.0,5–10%,Chemical-free / Natural,Recycled/recyclable packaging,"Serum, Sunscreen, Eye cream, Cleanser, Toner",Nykaa / Purplle,Every 2–3 months,3,3,6.0,"Yes, use such products",Neutral,"₹600–₹1,000",Not interested,Snapchat,4.0,Extremely important,2,2,2,1,3,1,4,2,1,3,Detractor,500-1000,0,0,0,35-44
